V1,V2,V3,V4,V5
0.5598638912197202,0.301179270260036,0.38391389581374824,0.9387898934073746,0.5027287236880511
0.8481195135973394,0.2292027953080833,0.8177542833145708,0.1257422179915011,0.6476037267129868
0.36872622068040073,0.8938942572567612,0.4490554383955896,0.5182685214094818,0.27683434821665287
0.2875433941371739,0.39047531853429973,0.6269906843081117,0.8727189442142844,0.07208945089951158
0.25115427654236555,0.43606063164770603,0.38662208896130323,0.7512785727158189,0.1349128286819905
0.9545387469697744,0.5483729422558099,0.5958452364429832,0.7860212838277221,0.18410158972255886
0.5863232014235109,0.8262094371020794,0.9641237717587501,0.9255210482515395,0.6298252323176712
0.11776083172298968,0.058933962136507034,0.6784975123591721,0.05883916886523366,0.28655951749533415
0.05037968885153532,0.16291881469078362,0.46398959192447364,0.9860859061591327,0.5656504589132965
0.997307155514136,0.20364512293599546,0.3282151755411178,0.7789033586159348,0.14318076940253377
0.512720242375508,0.007208305643871427,0.37631619232706726,0.7434691255912185,0.9487569087650627
0.8772536988835782,0.3709486958105117,0.6346316973213106,0.6250092589762062,0.5571568969171494
0.33646130305714905,0.7714377688243985,0.8166935630142689,0.6272124622482806,0.15664691547863185
0.26638672430999577,0.6723447730764747,0.21128878789022565,0.6690508492756635,0.32592022814787924
0.5926729703787714,0.8503720310982317,0.983243660768494,0.45176826580427587,0.8580481705721468
