V1,V2
0.8697447429876775,0.5415573143400252
0.9441345068626106,0.05078308912925422
0.6171894450671971,0.6441229444462806
0.9251796540338546,0.9575496888719499
0.19883467652834952,0.2455679252743721
0.5427264161407948,0.27542401221580803
0.20837088767439127,0.29469622392207384
0.7134156490210444,0.4434969392605126
0.7649101242423058,0.15799023467116058
0.6852591168135405,0.30484767630696297
0.13503560260869563,0.15328557905741036
0.6933445369359106,0.13777714152820408
0.8817205838859081,0.8493581882212311
0.9394956207834184,0.7411692067980766
0.7837723754346371,0.6299738972447813
0.031078234780579805,0.6218127044849098
0.3925392343662679,0.7615122522693127
0.6985892835073173,0.5412472581956536
0.37578922347165644,0.8689101783093065
0.08968193526379764,0.5395056747365743
0.46486556297168136,0.278179477667436
0.8196650333702564,0.642470118124038
0.21862711594440043,0.6742127910256386
0.1459646604489535,0.9082663904409856
0.4180687360931188,0.3777781769167632
0.3025310568045825,0.9089653021655977
0.47872121445834637,0.4518241931218654
0.1147921655792743,0.08551242062821984
0.9457445624284446,0.8674693629145622
0.8607340599410236,0.9124938768800348
0.22336654202081263,0.8889780743047595
0.01402992126531899,0.28586877207271755
0.78214414534159,0.7471896195784211
0.6536905388347805,0.7202425515279174
0.6526126509997994,0.15974075347185135
0.868729307083413,0.24388011265546083
0.4616723379585892,0.38271535909734666
0.879987861495465,0.9248161828145385
0.5268332567065954,0.6548661363776773
0.2922821338288486,0.733966403407976
0.1263384623453021,0.6910109026357532
0.6896087471395731,0.24208820285275578
0.4910203814506531,0.9437341163866222
0.3003991045989096,0.5743878476787359
0.2825713329948485,0.8530335049144924
0.5419464469887316,0.33458986482582986
0.774465259630233,0.4514516810886562
0.7505688371602446,0.09754264447838068
0.13759994762949646,0.9961119024083018
0.7318922453559935,0.4912768602371216
0.9902135997544974,0.5030093779787421
0.7184634159784764,0.4585644188337028
0.4412192564923316,0.4693543508183211
0.30768905067816377,0.408042787341401
0.2266569584608078,0.7439024022314698
0.8593234713189304,0.7230798772070557
0.7719112548511475,0.8062003017403185
0.04592410987243056,0.9895511385984719
0.30222276668064296,0.036974943010136485
0.7635120791383088,0.3266432306263596
0.7028211115393788,0.7101310640573502
0.1531954815145582,0.5783810871653259
0.8188754143193364,0.3332845235709101
0.7722602237481624,0.4842070140875876
0.6049453353043646,0.18220030469819903
0.8396695184055716,0.10015188809484243
0.5757749872282147,0.2546853837557137
0.8880884489044547,0.3099545342847705
0.6353567426558584,0.03230861388146877
0.35620600706897676,0.9164679527748376
0.8600989466067404,0.31355470861308277
0.059358672704547644,0.16433998802676797
0.031953293830156326,0.8167502037249506
0.652961652027443,0.3263002769090235
0.848032028414309,0.28044802416116
0.9236293614376336,0.08340172958560288
0.34850713261403143,0.06849991460330784
0.08869514521211386,0.966693926602602
0.29815579927526414,0.039087062468752265
0.5492918265517801,0.9094599655363709
