V1,V2
0.908401709748432,0.5656572098378092
0.33517633262090385,0.09960358426906168
0.2711197338066995,0.34060510620474815
0.9656232786364853,0.6101432866416872
0.04728284920565784,0.1850975938141346
0.10817418084479868,0.7097129211761057
0.42827262030914426,0.8052217911463231
0.7391110647004098,0.8431340120732784
0.31020581792108715,0.19479823461733758
0.705363039392978,0.8751768856309354
0.8367723585106432,0.9078531272243708
0.976938939653337,0.8451247210614383
0.5779306029435247,0.23953028582036495
0.5992803343106061,0.16841191262938082
0.904059907188639,0.7623325744643807
0.7807662806008011,0.3571221400052309
0.6088590004947037,0.4554039465729147
0.7685431255958974,0.4733941948506981
0.09255806682631373,0.39541281340643764
0.6449105553328991,0.9252616509329528
0.2785880630835891,0.8279485001694411
0.6029138045851141,0.8924035811796784
0.12497969483956695,0.48277210583910346
0.06414336222223938,0.7026711462531239
0.8161721513606608,0.3358178751077503
0.25632188003510237,0.3534292036201805
0.18594172038137913,0.3430817958433181
0.11687047756277025,0.1772306237835437
0.8008553753606975,0.71872617630288
0.022076717112213373,0.42881215387023985
0.010418934747576714,0.06581685482524335
0.7866808159742504,0.3228496224619448
0.30389542202465236,0.24621830694377422
0.48968430212698877,0.4937070712912828
0.0807640734128654,0.2160590859130025
0.11003871448338032,0.013174091465771198
0.6452831607311964,0.7517242562025785
0.7209933600388467,0.7994291463401169
0.09538622968830168,0.025333205005154014
0.7088457609061152,0.7438674154691398
0.6380832444410771,0.3823434440419078
0.21029657940380275,0.8278578713070601
0.42937860009260476,0.21150236949324608
0.41050426731817424,0.2500091122929007
0.8148908326402307,0.6265649513807148
0.3550591638777405,0.8513695048168302
0.562780232867226,0.08991715870797634
0.8792961433064193,0.7667221869342029
0.8537259104195982,0.9125068730209023
0.8370620233472437,0.3415277572348714
0.6441562392283231,0.2769830939359963
