V1,V2
0.766312968917191,0.32622154452838004
0.8874383817892522,0.6157111558131874
0.826066103996709,0.2960688716266304
0.8246846392285079,0.20743772480636835
0.4471913161687553,0.940515800844878
0.18420510017313063,0.7077793916687369
0.9518270895350724,0.30865300400182605
0.4429917417000979,0.7436626218259335
0.47917397040873766,0.1455344562418759
0.13820490497164428,0.8279723005834967
0.3287323678378016,0.8892554291523993
0.24512395192869008,0.8497926236595958
0.7770837161224335,0.8368152857292444
0.23503256938420236,0.8999001232441515
0.9951276634819806,0.46210197638720274
0.44704062840901315,0.5684408524539322
0.09153318987227976,0.504877682775259
0.9032683849800378,0.7782120667397976
0.6113185160793364,0.9895348609425128
0.9385512163862586,0.8472491048742086
0.6879647129680961,0.0444895401597023
0.7515129437670112,0.7750946597661823
0.3271837781649083,0.13309437897987664
0.36158599075861275,0.7500702522229403
0.5985154476948082,0.24105844111181796
0.7012790481094271,0.7028395417146385
0.8383919345214963,0.3833303297869861
0.5166466867085546,0.7847669664770365
0.06279914686456323,0.49938131542876363
0.10957205016165972,0.8361450403463095
0.6928933849558234,0.05845114169642329
0.41646867408417165,0.45406475220806897
0.8891098198946565,0.9829500867053866
0.41139420378021896,0.9272157258819789
0.5440762748476118,0.46683333977125585
0.9153405523393303,0.7996556023135781
0.8774905977770686,0.3956103690434247
0.7158932127058506,0.18993236147798598
0.6697833307553083,0.45199958560988307
0.11100443126633763,0.7809534484986216
0.790645231725648,0.1543111086357385
