V1,V2,V3,V4,V5,V6,V7
0.03197244321927428,0.46469041355885565,0.03573157452046871,0.999685067916289,0.9485956938005984,0.9713742502499372,0.2225562296807766
0.37146323290653527,0.8179356174077839,0.3228869033046067,0.4544054737780243,0.5054483902640641,0.7742933542467654,0.923294338863343
0.19312378950417042,0.5584435877390206,0.2288594760466367,0.6200281146448106,0.9244088288396597,0.9012894665356725,0.925713206641376
0.3178944680839777,0.013108246261253953,0.6592269379179925,0.050588819198310375,0.9952278027776629,0.3655341421253979,0.44591606059111655
0.8240315648727119,0.9255110200028867,0.6981525486335158,0.3790787635371089,0.37631047796458006,0.46595021220855415,0.4291520188562572
0.3832436613738537,0.4670138214714825,0.8041004468686879,0.14639897574670613,0.6272953196894377,0.3064034234266728,0.6031492024194449
0.7475348045118153,0.9328875623177737,0.5270901215262711,0.019799321657046676,0.14929146599024534,0.2041947585530579,0.2869984901044518
0.390531534794718,0.5093543357215822,0.935842604143545,0.05559346522204578,0.1302939874585718,0.5388467791490257,0.38662656815722585
0.7488640542142093,0.608148718252778,0.49694959982298315,0.24160770745947957,0.8535451907664537,0.16664948873221874,0.185072451364249
0.8884597476571798,0.07280877511948347,0.5563787370920181,0.7050577595364302,0.767373101785779,0.5793781473767012,0.09141818317584693
0.7435513706877828,0.9728109112475067,0.8865036386996508,0.2513269013725221,0.15530160861089826,0.4477223972789943,0.43832739838398993
0.2686082764994353,0.8367653014138341,0.2822700897231698,0.14885751553811133,0.10611052275635302,0.28191771917045116,0.2804638852830976
0.34761711093597114,0.018314917804673314,0.08640218782238662,0.40811908477917314,0.22546028601936996,0.47322934796102345,0.7435623339843005
0.533041863469407,0.9176848330534995,0.08479912881739438,0.8172660397831351,0.5769547538366169,0.5254431602079421,0.6646388296503574
0.5046896238345653,0.659913771552965,0.06499724555760622,0.5185535822529346,0.41673785424791276,0.5028998022899032,0.0725979134440422
0.8578811043407768,0.6521117880474776,0.2593502027448267,0.9388836140278727,0.15413257130421698,0.5334059519227594,0.2437382231000811
0.43443487910553813,0.050691591342911124,0.3026133927050978,0.15622173133306205,0.6521140383556485,0.16501281573437154,0.37186951260082424
0.7619611422996968,0.15979507705196738,0.23557652137242258,0.7439673298504204,0.689452659804374,0.7589039881713688,0.966821304988116
0.9521520349662751,0.4924990504514426,0.2063949010334909,0.30641496810130775,0.6644434675108641,0.43877805676311255,0.2244812271092087
0.222527684411034,0.31019798922352493,0.6078166705556214,0.056197266560047865,0.4969564776401967,0.6774844243191183,0.6025161785073578
0.20456093666143715,0.06827505049295723,0.45443870569579303,0.5437992149963975,0.884598096832633,0.44418172677978873,0.49014922278001904
0.30618533794768155,0.3660420533269644,0.20238549285568297,0.2756964631844312,0.3385018224362284,0.11277287569828331,0.5790132149122655
0.9387923898175359,0.10324874077923596,0.7337313562165946,0.4326440042350441,0.09798386157490313,0.6969731855206192,0.3831953452900052
0.9480617523659021,0.058126483811065555,0.6827385840006173,0.5092970305122435,0.17988886986859143,0.14403940085321665,0.1039571943692863
0.9787576773669571,0.17579439585097134,0.6658232561312616,0.11714531015604734,0.21243476518429816,0.5397786400280893,0.6998399056028575
0.40945827728137374,0.03248691186308861,0.11091347760520875,0.5815206030383706,0.6173904130700976,0.3359362888149917,0.9756871301215142
0.830546438228339,0.9907099180854857,0.24696613918058574,0.7662533747497946,0.9312305189669132,0.4070756738074124,0.016195822274312377
0.48574672546237707,0.48606680193915963,0.4822277866769582,0.5541364422533661,0.4386388079728931,0.5084268893115222,0.8768254425376654
0.4477403222117573,0.06638505076989532,0.37200742471031845,0.17612776276655495,0.8774883854202926,0.15634766011498868,0.4222334420774132
0.7229943005368114,0.4962652246467769,0.22267227713018656,0.9762196340598166,0.49585190904326737,0.32666584104299545,0.389181787148118
0.4024231964722276,0.20877336128614843,0.09733906271867454,0.8874820133205503,0.34795619430951774,0.07961958344094455,0.14556051511317492
0.08857053588144481,0.17040638625621796,0.9745696394238621,0.4826850371900946,0.6452433129306883,0.7120421887375414,0.8716191439889371
0.2905847388319671,0.6426502864342183,0.38256034650839865,0.07243739604018629,0.7273689431603998,0.8418778309132904,0.07172464928589761
0.07728968258015811,0.4600294691044837,0.8239871975965798,0.14891188335604966,0.8200573136564344,0.9794372718315572,0.6800546066369861
