V1,V2,V3,V4,V5
0.9058147233445197,0.1944375354796648,0.33120095217600465,0.2567131370306015,0.9059538666624576
0.9081110602710396,0.7661647330969572,0.060021099634468555,0.3060249425470829,0.5017313347198069
0.05573394242674112,0.13136178092099726,0.8740979856811464,0.15372899640351534,0.38605156471021473
0.038147311890497804,0.7677055979147553,0.8163499101065099,0.24795710877515376,0.910539339762181
0.8445873712189496,0.7234667025040835,0.6806109321769327,0.9546598645392805,0.9301661842036992
0.8591945203952491,0.7151216759812087,0.9637554420623928,0.09789008274674416,0.2181836769450456
0.888821239117533,0.3818082094658166,0.1635721840430051,0.13581478036940098,0.094364901073277
0.8112660755869001,0.9873715650755912,0.5304185380227864,0.8304147678427398,0.23089996143244207
0.02460165973752737,0.8316419976763427,0.9708085698075593,0.6599940720479935,0.5050276399124414
0.5649618301540613,0.6106160038616508,0.7163368007168174,0.9787942997645587,0.541851757094264
0.6856443700380623,0.9754443087149411,0.9059963335748762,0.42081820499151945,0.8383486643433571
0.7909038299694657,0.0903841694816947,0.3792586983181536,0.525545250158757,0.9469749690033495
0.9447052767500281,0.4013630656991154,0.9022333498578519,0.5366867436096072,0.9172237997408956
0.5610281641129404,0.42389773786999285,0.7002354178112,0.005284552229568362,0.0031923886854201555
0.814628382679075,0.43417840474285185,0.39707457763142884,0.25268613873049617,0.11710169888101518
0.6306050438433886,0.5076744540128857,0.5984468017704785,0.7570703502278775,0.3168270606547594
0.40304490085691214,0.1563402817118913,0.7314195157960057,0.6808640856761485,0.027200346114113927
0.40089885238558054,0.578393860720098,0.9993782637175173,0.670125970384106,0.7553294845856726
0.8356295805424452,0.6174196137581021,0.7726171656977385,0.15415766136720777,0.021728393156081438
0.010628905147314072,0.08321572048589587,0.674742060014978,0.7357518756762147,0.987812279490754
0.6967083511408418,0.8953950610011816,0.2501024501398206,0.1513343509286642,0.11807035026140511
0.20426214300096035,0.8545928040985018,0.5176817893516272,0.023462064331397414,0.9323535677976906
0.6578174766618758,0.05491138552315533,0.2040375063661486,0.8215178872924298,0.14616987551562488
0.22846531076356769,0.13157277065329254,0.7964313859120011,0.7098756707273424,0.713327381759882
0.6179294402245432,0.9280002142768353,0.5453530873637646,0.4984012071508914,0.8536025655921549
0.0961888232268393,0.7754414442460984,0.02981332316994667,0.9750038280617446,0.23446699418127537
0.2543694011401385,0.037244661478325725,0.6058036130852997,0.47933646058663726,0.06613304675556719
0.4909755289554596,0.6429449839051813,0.07069295761175454,0.044808404520154,0.12984840851277113
0.7401281013153493,0.35972947138361633,0.17218052735552192,0.24348627589643002,0.30518374824896455
0.40575599553994834,0.43300299532711506,0.4914221663493663,0.44797859783284366,0.867452233331278
0.3466551653109491,0.58746034395881,0.22147309640422463,0.5530286289285868,0.6618020408786833
0.02341684838756919,0.525067470036447,0.707501272438094,0.27945000445470214,0.6191375779453665
0.9876477741636336,0.5038052895106375,0.1011711040046066,0.9429459555540234,0.9564521245192736
0.4657036878634244,0.5058630218263716,0.8094542196486145,0.5567305793520063,0.3913547603879124
0.43033325183205307,0.664994731079787,0.7406057552434504,0.2534277029335499,0.42516620899550617
0.6205803768243641,0.09610383026301861,0.6699070509057492,0.6201445378828794,0.4153005429543555
0.40719515969976783,0.7365299023222178,0.20757313701324165,0.9036647025495768,0.9594441410154104
0.683566085062921,0.41120405914261937,0.8498070435598493,0.9684670702554286,0.19140282995067537
0.7015682195778936,0.41791868139989674,0.16882549179717898,0.4339141580276191,0.9171425118111074
0.5761318628210574,0.058620700147002935,0.9147690644022077,0.6619911510497332,0.7900324915535748
0.9956395498011261,0.3172350556124002,0.4998956387862563,0.8705540900118649,0.42314804531633854
0.8311569858342409,0.06200389307923615,0.2737408389803022,0.265255413018167,0.049040667712688446
0.7662893831729889,0.7971215860452503,0.8079855651594698,0.049267660826444626,0.8694576607085764
0.6999507041182369,0.990048716776073,0.9787846666295081,0.8148012519814074,0.3180546455550939
0.9344179297331721,0.7284843679517508,0.7926868502981961,0.9755876499693841,0.9213640438392758
0.512141176732257,0.6558139235712588,0.931128972908482,0.40995076741091907,0.6573821969795972
0.6769117226358503,0.20107639045454562,0.46448038960807025,0.6490922488737851,0.11179500864818692
0.20967483683489263,0.006138485856354237,0.43078339798375964,0.9478631855454296,0.32218361902050674
0.31698800157755613,0.6557133623864502,0.4697702832054347,0.986262840218842,0.34517942694947124
0.5577744445763528,0.6488861271645874,0.9985610516741872,0.9828517877031118,0.5296523307915777
0.41862784372642636,0.8860925836488605,0.7326329541392624,0.2419928410090506,0.9359046737663448
0.9465720241423696,0.11064994824118912,0.9114822261035442,0.9256605843547732,0.8630585437640548
0.09528939356096089,0.1433562356978655,0.5294101855251938,0.9029334026854485,0.5062427753582597
0.8810443000402302,0.9816036042757332,0.644572177901864,0.25087698292918503,0.13076041731983423
0.18635945953428745,0.12495065829716623,0.7134927650913596,0.07005395228043199,0.36792432330548763
0.6776551518123597,0.5560999820008874,0.0361872015055269,0.6387575066182762,0.5142895472235978
0.7724111932329834,0.3786894481163472,0.8219334671739489,0.6407167429570109,0.015492822974920273
0.3931522567290813,0.28683000057935715,0.4567093378864229,0.14401391125284135,0.26126467413268983
0.4621707263868302,0.12483384553343058,0.574715098598972,0.2774841443169862,0.7645219303667545
0.4820671766065061,0.6887665344402194,0.744106576545164,0.7614258183166385,0.7235742411576211
0.013515203027054667,0.24877357482910156,0.7217135899700224,0.137504126643762,0.16622394905425608
0.8904975873883814,0.6842822649050504,0.7449289599899203,0.989112914307043,0.16479979502037168
0.045444373739883304,0.11501063220202923,0.06393474782817066,0.5648061984684318,0.6450776841957122
0.8329486167058349,0.08949461695738137,0.41609517065808177,0.25881073041819036,0.38694981927983463
0.175145891495049,0.4892368733417243,0.8170758662745357,0.7822671541944146,0.5604695526417345
0.4819769139867276,0.4707639296539128,0.10414643376134336,0.13912237179465592,0.6447542964015156
