V1,V2
0.278032002504915,0.3983151048887521
0.8131664404645562,0.4286081783939153
0.5533360484987497,0.9153483298141509
0.5285178879275918,0.2640878278762102
0.31636289064772427,0.7054005663376302
0.5696248430758715,0.7401275613810867
0.7478610968682915,0.6390584933105856
0.05726992338895798,0.16627096734009683
0.042829777114093304,0.2968753785826266
0.9598003681749105,0.47595928865484893
0.7670032943133265,0.19462902517989278
0.2712228500749916,0.13922004378400743
0.022750081028789282,0.03348781354725361
0.5981703258585185,0.11667397944256663
0.9402867287863046,0.3044311294797808
0.10140873212367296,0.43304554326459765
0.21349902427755296,0.6978933005593717
0.18990507838316262,0.49422261607833207
0.3133959567639977,0.7810254520736635
0.46810121601447463,0.29338664235547185
0.18508478277362883,0.30742210894823074
0.44368436839431524,0.057033090153709054
0.4292498140130192,0.5253790048882365
0.09056828822940588,0.6302904384210706
