V1,V2,V3,V4,V5,V6
0.17825264227576554,0.28854783228598535,0.6528337055351585,0.2936364165507257,0.9969844801817089,0.3679991066455841
0.8746016507502645,0.8777931032236665,0.5872743658255786,0.8743099558632821,0.039684491930529475,0.9547325649764389
0.9078334646765143,0.45680884551256895,0.4178984798491001,0.14653131715022027,0.3405917922500521,0.59524259134195745
0.868379290914163,0.8134890885557979,0.2496092072688043,0.9434340680018067,0.6716198900248855,0.37788788927718997
0.8697773634921759,0.40958245168440044,0.33926833630539477,0.6433185322675854,0.014380347914993763,0.981116617564112
0.9962965371087193,0.6758534689433873,0.3678088418673724,0.8173175640404224,0.13671553414314985,0.08122040028683841
0.6310505233705044,0.1127722836099565,0.16565465065650642,0.4047111547552049,0.69090511277318,0.9669239465147257
0.9745649213436991,0.6106409830972552,0.6730475886724889,0.43413733411580324,0.6070518740452826,0.41739773796871305
0.7634924813173711,0.12298702797852457,0.5596044859848917,0.5647436017170548,0.7479802994057536,0.46906224195845425
0.003628406673669815,0.16011703945696354,0.33189809741452336,0.7326411595568061,0.3935127805452794,0.6145048721227795
0.10911042615771294,0.7573969464283437,0.25651552830822766,0.7939559819642454,0.7685188895557076,0.22159715183079243
0.7532277591526508,0.02735150745138526,0.525193290784955,0.5643542069010437,0.23179920320399106,0.40252747223712504
0.12137405877001584,0.6402350999414921,0.6083826720714569,0.1272137202322483,0.8505738277453929,0.2696757111698389
0.3253143352922052,0.7815791182219982,0.6991758660878986,0.006252945400774479,0.8886970551684499,0.14734467188827693
0.8017792645841837,0.9461765312589705,0.42488569067791104,0.8919938667677343,0.8448210842907429,0.8278118192683905
0.4956223089247942,0.5754733949434012,0.9323212229646742,0.12940638256259263,0.39737702650018036,0.2684164291713387
0.9810507281217724,0.47155798017047346,0.06300462898798287,0.19398813252337277,0.841359046055004,0.647373917279765
0.9941468595061451,0.8463156092911959,0.14043693034909666,0.6505886528175324,0.7476128749549389,0.7068832160439342
0.24135289224795997,0.31997593119740486,0.8061713455244899,0.52195874764584,0.7827837006188929,0.7549640655051917
0.3993889787234366,0.8375145839527249,0.0957398652099073,0.020813150331377983,0.760361980414018,0.30149431456811726
0.2606401511002332,0.46158165694214404,0.44648266583681107,0.6926682065241039,0.2586853674147278,0.19820544077083468
0.3984039754141122,0.41565737035125494,0.16942064766772091,0.3836648112628609,0.18443094287067652,0.528150443919003
0.721047465922311,0.26679255603812635,0.2864891793578863,0.6859017757233232,0.4354068941902369,0.02244142023846507
0.5625734312925488,0.5940975111443549,0.36795757920481265,0.9947212752886117,0.1595185361802578,0.834014841588214
0.7829032046720386,0.7152368095703423,0.14371894160285592,0.17386700492352247,0.9913799832575023,0.8678538091480732
0.40830649668350816,0.13533947640098631,0.44469064357690513,0.8340928284451365,0.6587832332588732,0.08912055916152894
0.07134441123344004,0.714449472958222,0.3337895313743502,0.35505879833362997,0.25643717451021075,0.7153490476775914
0.8949209908023477,0.9719168550800532,0.34923964855261147,0.6083566204179078,0.5058764452114701,0.41114088241010904
0.20359910046681762,0.08478338201530278,0.5339240052271634,0.056881041964516044,0.4715788899920881,0.6327427010983229
0.6255714788567275,0.1270906925201416,0.319085493683815,0.14486734359525144,0.6206877175718546,0.6195319418329746
0.9256625324487686,0.5197404259815812,0.20218869880773127,0.9049719574395567,0.48587041441351175,0.9670018788892776
0.41234898869879544,0.3889390386175364,0.403372849104926,0.3458974731620401,0.26219365699216723,0.1564554199576378
0.5911323765758425,0.707778476877138,0.5060667060315609,0.6345479565206915,0.24466188601218164,0.7338513829745352
0.1966683401260525,0.027323189890012145,0.5978247534949332,0.5997944949194789,0.033289745450019836,0.557973412098363
0.7653875080868602,0.9931368830148131,0.01744901528581977,0.3847047456074506,0.7887281144503504,0.03902914468199015
0.5210609247442335,0.8756437457632273,0.9173826891928911,0.4194493992254138,0.4916305460501462,0.06414034240879118
0.6850913837552071,0.19764651102013886,0.5200593245681375,0.8676395565271378,0.40861961035989225,0.7094998916145414
0.4042531284503639,0.6177087994292378,0.8470104355365038,0.6658250465989113,0.43639237410388887,0.5291182936634868
0.5281826425343752,0.44281602720730007,0.7292226457502693,0.9597244532778859,0.4517832649871707,0.3658253182657063
0.8079703652765602,0.8132784515619278,0.9566799448803067,0.362940406659618,0.458209662232548,0.2605213017668575
0.10885678301565349,0.6507217013277113,0.3607756656128913,0.35412667808122933,0.14884433848783374,0.9016699646599591
0.782619301462546,0.845534939551726,0.3242678379174322,0.16819972777739167,0.40458994009532034,0.009133107727393508
0.848403277574107,0.6073304119054228,0.3142489253077656,0.495640225475654,0.453366203000769,0.3937685741111636
0.47195194964297116,0.3736170174088329,0.8274043921846896,0.2642415340524167,0.04854261479340494,0.47210122435353696
