V1,V2,V3,V4,V5
0.3725227224640548,0.8144184411503375,0.964844366768375,0.9088021882344037,0.059696976095438004
0.47840004367753863,0.10366368386894464,0.36486116284504533,0.4814322520978749,0.8950845450162888
0.4100173676852137,0.6124750648159534,0.19056124053895473,0.09077172866091132,0.19167481386102736
0.14405208337120712,0.7735522675793618,0.08131606224924326,0.2914300204720348,0.732988053932786
0.5878168935887516,0.5282859120052308,0.21644469699822366,0.6372837494127452,0.8917390671558678
0.8285146877169609,0.4339312152005732,0.7400688170455396,0.5082297155167907,0.9652691080700606
0.3841569300275296,0.5490258946083486,0.23067860631272197,0.26832085847854614,0.3212447597179562
0.18366189068183303,0.5576954367570579,0.5226238588802516,0.8055303380824625,0.9006964059080929
0.27293851994909346,0.506266574608162,0.5777742399368435,0.8516587200574577,0.9590818530414253
0.7145588921848685,0.8193549830466509,0.7393100608605891,0.23751455382443964,0.4338213042356074
0.951460971031338,0.7815890370402485,0.8964395485818386,0.9207679466344416,0.49759779847227037
0.14533497137017548,0.17945197620429099,0.15492926817387342,0.9822131069377065,0.35628165723755956
0.6008276406209916,0.8637657219078392,0.9807904507033527,0.4223337222356349,0.7319152443669736
0.12386817228980362,0.8869343369733542,0.3680265818256885,0.4001505619380623,0.715341693488881
0.10446201777085662,0.11118922149762511,0.48554060398600996,0.2752735691610724,0.3562517357058823
0.2704313436988741,0.787819724297151,0.9822002367582172,0.15782510000281036,0.8280241987667978
0.23972665471956134,0.5521642509847879,0.30796115193516016,0.2781657325103879,0.26311105233617127
0.8982873298227787,0.014765711035579443,0.45301521150395274,0.3782631899230182,0.22327220137231052
0.36803689738735557,0.5102233425714076,0.37218344933353364,0.8033905997872353,0.2614057851023972
0.6527625829912722,0.9237049447838217,0.7593069921713322,0.5001403128262609,0.8374631630722433
0.660257016075775,0.33731007971800864,0.16459859488531947,0.7134919357486069,0.627607214031741
0.6801714312750846,0.05284303682856262,0.7078941448125988,0.14511082298122346,0.36389629915356636
0.8833615516778082,0.38546037836931646,0.4843652783893049,0.6283206304069608,0.39995142654515803
0.10301959188655019,0.9243908738717437,0.9037627496290952,0.08984454884193838,0.6879274931270629
0.7708980955649167,0.8301950737368315,0.4339118308853358,0.5439774214755744,0.06285096681676805
0.21823042095638812,0.7576412193011492,0.21390106854960322,0.47674774192273617,0.5862937564961612
0.1250862553715706,0.7302423627115786,0.6444007032550871,0.5789543914142996,0.482291899388656
0.33519421331584454,0.7080815974622965,0.14484358648769557,0.4173658883664757,0.8218089104630053
0.05076585058122873,0.031144006410613656,0.7234598908107728,0.015174180502071977,0.2985088627319783
0.7848739414475858,0.5497239658143371,0.2120638806372881,0.47610632912255824,0.6657936745323241
0.1332149193622172,0.5933949600439519,0.03575128666125238,0.8728195009753108,0.5384277561679482
0.9714854727499187,0.5698240313213319,0.4057361220475286,0.6829455716069788,0.7950975156854838
