V1,V2,V3,V4,V5,V6,V7
0.1292942208237946,0.3462534861173481,0.370045647257939,0.9423833957407624,0.33450103225186467,0.5841419969219714,0.1835811478085816
0.5257435347884893,0.3189075335394591,0.9688047599047422,0.21670900424942374,0.5518097758758813,0.3855261318385601,0.25746808969415724
0.7533603101037443,0.5205423610750586,0.907340872567147,0.273538465378806,0.11959186405874789,0.6870440691709518,0.49214461795054376
0.5221585154067725,0.6239560875110328,0.9740995757747442,0.4196603891905397,0.6507755643688142,0.8970583470072597,0.0730724735185504
0.5934218838810921,0.9624346341006458,0.5989186123479158,0.5829151626676321,0.7010605938266963,0.3822260810993612,0.977132365340367
0.3782368579413742,0.8382438505068421,0.5682829942088574,0.016657032072544098,0.40228179516270757,0.646909672068432,0.09476619935594499
0.5854109264910221,0.607460736297071,0.18365386384539306,0.7429347196593881,0.9940117769874632,0.2716545613948256,0.6154291904531419
0.16573278838768601,0.4875501813367009,0.5505292539019138,0.949557391460985,0.36401497200131416,0.4192937647458166,0.8860919694416225
0.7612022389657795,0.31357526849024,0.15444504073821008,0.4136167687829584,0.3756208852864802,0.3396783529315144,0.7892488071229309
0.08968683402054012,0.6353489626199007,0.7869538124650717,0.33853396913036704,0.022726038470864296,0.8529971116222441,0.6954386217985302
0.8708419243339449,0.9069146474357694,0.4564190579112619,0.1762163182720542,0.8818860745523125,0.3870263621211052,0.9962822247762233
0.44458605418913066,0.12209994997829199,0.7390439820010215,0.151130874408409,0.9353872206993401,0.7246346906758845,0.947536202147603
0.46438256930559874,0.30439638905227184,0.5539230995345861,0.3852468761615455,0.703640119638294,0.14177877828478813,0.8603325360454619
0.17523273103870451,0.5347260299604386,0.20634372858330607,0.3077529121655971,0.2755753449164331,0.1138331787660718,0.7844218008685857
0.38173017161898315,0.6863224641419947,0.34549950156360865,0.6892194957472384,0.6918733511120081,0.716182837728411,0.7427427559159696
0.13672106596641243,0.5135980965569615,0.9997348482720554,0.49620071169920266,0.20935453684069216,0.2895797926466912,0.8023706658277661
0.6520700077526271,0.603231567889452,0.838437823113054,0.3326673870906234,0.820846586022526,0.44933369429782033,0.2200474466662854
0.502609457122162,0.6907359503675252,0.09750425117090344,0.625476099550724,0.6286341180093586,0.03981268918141723,0.10762432194314897
0.6833811437245458,0.4498766208998859,0.742978714639321,0.33667664392851293,0.18302654777653515,0.30112203559838235,0.4707811225671321
0.48968152212910354,0.7193630253896117,0.12939385138452053,0.8050758123863488,0.4589426361490041,0.9654307176824659,0.19626946584321558
0.6815036367624998,0.9464593606535345,0.43726874282583594,0.9715063353069127,0.4486982508096844,0.635848969919607,0.8971075909212232
0.6486598032061011,0.410278326831758,0.6475033902097493,0.9534118680749089,0.9461435831617564,0.2419480422977358,0.6149200506042689
0.7331013749353588,0.9136423380114138,0.7748715351335704,0.7410592641681433,0.7582790623418987,0.12803675420582294,0.811194516485557
0.7057212528306991,0.11502190865576267,0.24966436671093106,0.36165566206909716,0.23800902790389955,0.14500961732119322,0.4124583536759019
0.15945841325446963,0.2415858267340809,0.8284809323959053,0.9650099452119321,0.9742793934419751,0.7238967223092914,0.902203865814954
0.3572625364176929,0.17422025953419507,0.6955695035867393,0.3342518941499293,0.7731472838204354,0.7928764971438795,0.06778919487260282
0.3953326747287065,0.9249180885963142,0.05668783490546048,0.9426014239434153,0.5691726612858474,0.6066883956082165,0.6051196700427681
0.3907832580152899,0.5990345752798021,0.18699809652753174,0.5199604909867048,0.021292220102623105,0.09967959765344858,0.7395497991237789
0.08714373898692429,0.5708118148613721,0.19869119976647198,0.4842321644537151,0.9450845250394195,0.8688349563162774,0.29443819425068796
0.41302813519723713,0.11919027171097696,0.45213501108810306,0.06640750635415316,0.9898042879067361,0.8906463948078454,0.049727245233953
0.8538868252653629,0.777228887192905,0.6199040419887751,0.535878355614841,0.054406132781878114,0.962376932380721,0.38657384808175266
0.5107859482523054,0.4038358135148883,0.9015732742846012,0.5974744972772896,0.7636329405941069,0.3141422567423433,0.48061415273696184
0.862252444960177,0.1616680610459298,0.9785952153615654,0.24684338248334825,0.5092613096348941,0.22721319552510977,0.8378187380731106
0.18264683173038065,0.24764718185178936,0.15741183329373598,0.604360698023811,0.8767732046544552,0.22338392562232912,0.5250209011137486
0.45135114109143615,0.867538140155375,0.7383152423426509,0.6583096536342055,0.35526857641525567,0.21922816592268646,0.08414899371564388
0.7513557428028435,0.013002237537875772,0.9745728655252606,0.5978641391266137,0.3903946620412171,0.0033179721795022488,0.15108220814727247
0.3105434379540384,0.7464637830853462,0.13912923424504697,0.7234921823255718,0.41068649059161544,0.5383505530189723,0.5479342192411423
0.6370565318502486,0.5675801781471819,0.41245966171845794,0.10974738979712129,0.0939806594979018,0.5567315758671612,0.6632424758281559
0.10998042463324964,0.2931373533792794,0.4632082055322826,0.2664245739579201,0.6521639307029545,0.6684978948906064,0.85659354692325
0.7643147029448301,0.15254557016305625,0.6107703146990389,0.7216967442072928,0.3589613663498312,0.2984789703041315,0.4710812964476645
0.04307517362758517,0.25271113123744726,0.16759294737130404,0.9352862413506955,0.6703614913858473,0.4326088728848845,0.12378085567615926
0.6864923282992095,0.021856596926227212,0.10900849616155028,0.7252498639281839,0.899513928918168,0.7574707521125674,0.9166909456253052
0.9598141128662974,0.16005369764752686,0.16974648809991777,0.11726677254773676,0.931404237402603,0.6825608289800584,0.13572040130384266
0.20534656825475395,0.013212564634159207,0.5672444615047425,0.5216242887545377,0.8711235316004604,0.5198313484434038,0.571940295631066
0.06920971535146236,0.7247884923126549,0.356015840312466,0.5619139454793185,0.07702983915805817,0.1313548651523888,0.8034481890499592
0.38614329881966114,0.11713936319574714,0.3803050979040563,0.25584894604980946,0.8266410550568253,0.20943884900771081,0.37106061237864196
0.95795863494277,0.8469639502000064,0.7255594360176474,0.8030908894725144,0.9132509571500123,0.7344098130706698,0.9970899480395019
0.6191703989170492,0.6136240707710385,0.5455004328396171,0.3449187164660543,0.533505576197058,0.1320940654259175,0.8495203806087375
0.19569210335612297,0.03378305910155177,0.13411743962205946,0.42238623672164977,0.9860302209854126,0.4293089690618217,0.2886490453965962
0.5092123826034367,0.42323732282966375,0.5092569389380515,0.7494477208238095,0.9275511533487588,0.3520927419885993,0.7453363763634115
0.4479379702825099,0.26488234428688884,0.6515781988855451,0.7327967579476535,0.7852874842938036,0.026724218856543303,0.4538239208050072
0.05639809067361057,0.5848744595423341,0.677547205472365,0.5385150613728911,0.8899454958736897,0.4620970808900893,0.43245236622169614
0.5466773062944412,0.2221496575511992,0.3999754406977445,0.5250797516200691,0.7357449037954211,0.030708284117281437,0.6136777922511101
0.3430360578931868,0.37346348841674626,0.8459019735455513,0.6348408372141421,0.9612861562054604,0.42648418340831995,0.8837311025708914
0.38175700907595456,0.6168536364566535,0.9363863612525165,0.5562974396161735,0.5837463934440166,0.07378335064277053,0.6863377382978797
0.23716529388912022,0.9484116197563708,0.94955875957384706,0.6953990254551172,0.8949391883797944,0.11250428436324,0.8787676566280425
0.6470954066608101,0.9928265893831849,0.7578928070142865,0.16075437352992594,0.19566355389542878,0.2985056892503053,0.2363663448486477
0.18671752861700952,0.008373326854780316,0.014647980220615864,0.0290208098012954,0.6758983943145722,0.8122083847410977,0.044856562511995435
0.8245400113519281,0.5184373322408646,0.48597911070100963,0.3255224453750998,0.5811363968532532,0.06548969796858728,0.6868593306280673
0.7128398749046028,0.8210198923479766,0.4986317423172295,0.28335478249937296,0.010248214239254594,0.7028670245781541,0.4536271863617003
0.7596317348070443,0.3889985920395702,0.39585082372650504,0.9960953679401428,0.7469117997679859,0.20276392064988613,0.045214885380119085
0.8430805273819715,0.1424381216056645,0.6992132999002934,0.5132019221782684,0.3145788316614926,0.5912251935806125,0.4737531451974064
0.027285975171253085,0.8932828800752759,0.06779003073461354,0.25012187217362225,0.18766710977070034,0.030694554094225168,0.48866275954060256
0.44059450132772326,0.14990904601290822,0.37888884521089494,0.17805007519200444,0.473922475008294,0.803094039671123,0.2516813720576465
0.3640918165910989,0.9645304149016738,0.5596195519901812,0.961291927145794,0.3907014410942793,0.9694969672709703,0.855202799430117
0.899744844995439,0.25825752946548164,0.9339190034661442,0.6136398550588638,0.7300106342881918,0.8180056624114513,0.14200704521499574
0.3252437280025333,0.8989305521827191,0.40897114924155176,0.9609376508742571,0.3031012194696814,0.7614484319929034,0.10378159023821354
0.40114162722602487,0.9556309306062758,0.14793577953241765,0.8612350772600621,0.6927574893925339,0.9823776397388428,0.637186806416139
0.34839636692777276,0.14497481752187014,0.8831635238602757,0.5435308997984976,0.7469707680866122,0.6366081894375384,0.6781455911695957
0.1814835376571864,0.59972462663427,0.9893808655906469,0.4691978953778744,0.18362670787610114,0.5880623538978398,0.511417883913964
0.06979653658345342,0.8579700998961926,0.5808044578880072,0.622743017738685,0.02146664052270353,0.9018626615870744,0.182079748949036
0.15667803096584976,0.8246518026571721,0.24896473134867847,0.524205535184592,0.7287946324795485,0.6120803654193878,0.09311483753845096
0.12966255517676473,0.8004391381982714,0.6736299828626215,0.6042216545902193,0.9135214437264949,0.7247197364922613,0.8402086563874036
0.13307729014195502,0.36660045152530074,0.1584471156820655,0.7224243655800819,0.5112037265207618,0.7471849108114839,0.3855584014672786
