V1,V2
0.7971478283870965,0.909250776283443
0.17919589625671506,0.5861956460867077
0.3565084356814623,0.38915007282048464
0.312826941953972,0.8142022399697453
0.7333433008752763,0.45136566972360015
0.5268728088121861,0.21192430728115141
0.5046882031019777,0.839016389567405
0.7315674098208547,0.8825437494087964
0.16837890353053808,0.9087568442337215
0.4179105090443045,0.9543473406229168
0.29626378952525556,0.696259852964431
0.15548868756741285,0.6331013084854931
0.415745995240286,0.022426963783800602
0.9058939111419022,0.14520821464248002
0.3091350537724793,0.06400541355833411
0.6874407122377306,0.17877696198411286
0.58215770451352,0.20374364499002695
0.4886458348482847,0.9277135494630784
0.009641299722716212,0.420988742262125
0.6406086427159607,0.6466836011968553
0.1714359789621085,0.06282090558670461
0.4865805439185351,0.5996374238748103
0.20475015183910728,0.6987568042241037
0.7144019897095859,0.09193064109422266
0.02981621981598437,0.6584392117802054
0.0075504283886402845,0.3358391544315964
0.8279230473563075,0.16971421241760254
0.35822491510771215,0.314587976783514
0.9435259597375989,0.7415876656305045
0.13941500848159194,0.9537280816584826
0.34591061784885824,0.6893178233876824
0.2670690673403442,0.9633233521599323
0.595845909556374,0.11932697868905962
0.2079961474519223,0.6363086809869856
0.48094983655028045,0.17845832114107907
0.5597107906360179,0.9082779160235077
0.34781701769679785,0.6116636730730534
0.3494948181323707,0.5505997086875141
0.3717735593672842,0.8312417715787888
0.8133612587116659,0.6583564025349915
0.491055988939479,0.37548689916729927
0.2615100184921175,0.18756364518776536
0.494359677657485,0.7846300173550844
0.9887241600081325,0.43071056669577956
0.25337139586918056,0.8038501986302435
0.2724883612245321,0.6662739026360214
0.3027063759509474,0.5417774454690516
0.6762408236972988,0.7939915771130472
0.8875950062647462,0.19687187345698476
0.6560098945628852,0.9660035700071603
0.7559496897738427,0.059564284747466445
0.8479450768791139,0.4800782494712621
0.6279993397183716,0.6445899705868214
0.6788026432041079,0.5894517418928444
0.24597673094831407,0.6032637499738485
0.17629803786985576,0.04049120587296784
0.4775309490505606,0.4716833387501538
0.5105977894272655,0.9035398131236434
0.7752504961099476,0.43913265177980065
0.8715146228205413,0.7119285713415593
0.6049140982795507,0.0769399011041969
0.6618225118145347,0.10503388871438801
0.9051756176631898,0.82920933351852
0.9398477415088564,0.035379434237256646
0.23296670778654516,0.9396139087621123
0.9166752679739147,0.9039272181689739
0.8560558683238924,0.6195165738463402
0.7406773038674146,0.43371457676403224
0.5211379427928478,0.7499567517079413
0.47914022393524647,0.5746502496767789
0.2487254235893488,0.002096940530464053
