V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0.9019647142849863,0.7392341054510325,0.7627612301148474,0.7133441029582173,0.6567170456983149,0.020046601304784417,0.8297416837885976,0.01190185034647584,0.9715958337765187,0.043037486961111426
0.7475887862965465,0.19930402282625437,0.34724707272835076,0.16513868630863726,0.5072044152766466,0.4265948326792568,0.28721029683947563,0.41946682613343,0.13581556850112975,0.8068434605374932
0.051780404755845666,0.22812642971985042,0.4013274528551847,0.4688353589735925,0.27759445551782846,0.6350815754849464,0.6022525627631694,0.738305436912924,0.6926797840278596,0.37741749663837254
0.8415698991157115,0.7867337563075125,0.5950680405367166,0.6814370397478342,0.6672038021497428,0.9364877280313522,0.4428704904858023,0.9198210616596043,0.6449170750565827,0.9031799612566829
0.754951833980158,0.6972509401384741,0.8481376147828996,0.5795432308223099,0.589240288361907,0.6382197213824838,0.43647264153696597,0.30643586767837405,0.9019327068235725,0.13225874188356102
0.26486042863689363,0.5547586216125637,0.8443717313930392,0.7427811799570918,0.7408932712860405,0.7384214885532856,0.7988102403469384,0.377313191536814,0.96426743385382,0.9679367975331843
0.5819395950529724,0.5274369213730097,0.08334516501054168,0.6660498040728271,0.8479389806743711,0.5992961369920522,0.2104672712739557,0.09346187929622829,0.48017016844823956,0.756053883349523
0.5315849373582751,0.6569056075531989,0.3109952036757022,0.20000479905866086,0.7914747064933181,0.9117963779717684,0.516267899889499,0.6189406614284962,0.06778551382012665,0.5964664791245013
0.07185836718417704,0.09438024903647602,0.06062624370679259,0.7682402364443988,0.1259897497948259,0.0010771017987281084,0.6415925573091954,0.7753123522270471,0.06444340734742582,0.1746416613459587
0.474248691694811,0.9596388088539243,0.2692811021115631,0.18813336687162519,0.27786728856153786,0.04557959293015301,0.287382093956694,0.20958622288890183,0.9684607018716633,0.29780641105026007
0.19721193215809762,0.02913253172300756,0.29481856571510434,0.25751374033279717,0.8038585432805121,0.7758114801254123,0.031773226568475366,0.671566016273573,0.2513488125987351,0.8018988154362887
0.44982467009685934,0.7682039849460125,0.888467135373503,0.40209105983376503,0.6359223541803658,0.11303721438162029,0.4594110934995115,0.8108797010499984,0.6638868253212422,0.09880647854879498
0.7783844992518425,0.7057065709959716,0.26947906776331365,0.7226293119601905,0.7718443279154599,0.801130413543433,0.5284039019607008,0.5608620890416205,0.08447341620922089,0.057802950497716665
0.052051349775865674,0.6593000919092447,0.8375692551489919,0.8782714235130697,0.4159900958184153,0.20242254086770117,0.5369438480120152,0.6794456585776061,0.5804268079809844,0.9741262891329825
0.024973939638584852,0.22935309587046504,0.44933247473090887,0.17309039901010692,0.6330393948592246,0.36676092306151986,0.7454278436489403,0.7545519899576902,0.2577558886259794,0.7040147688239813
0.7962987050414085,0.527051690267399,0.22875151201151311,0.99094572593458,0.0456839797552675,0.2999199640471488,0.5277309219818562,0.5490909062791616,0.38073513680137694,0.8097385265864432
0.0185409861151129,0.17705037537962198,0.18746515177190304,0.21818604948930442,0.027243742253631353,0.51549470750615,0.0625663863029331,0.11959578841924667,0.9172696296591312,0.28795220772735775
0.858097352553159,0.23478584154509008,0.7744151868391782,0.711025926284492,0.2952737451996654,0.47721451823599637,0.7845234598498791,0.31988804577849805,0.12604035949334502,0.07055752980522811
0.047221946297213435,0.6445343438535929,0.7268885339144617,0.19952929764986038,0.8695906596258283,0.5496964519843459,0.9922208630014211,0.4180721789598465,0.9348322967998683,0.2790099196135998
0.5359429765958339,0.7356625508982688,0.32373286527581513,0.4119568709284067,0.45319781452417374,0.04330802126787603,0.0012904228642582893,0.40320117655210197,0.9995830962434411,0.0371730774641037
0.6985360190737993,0.4310473529621959,0.2349165806081146,0.22065387340262532,0.8770978508982807,0.6578914828132838,0.22879086178727448,0.8258277571294457,0.5890474673360586,0.7771485357079655
0.4538606524001807,0.2833324128296226,0.705088505987078,0.5689952315296978,0.8902265587821603,0.6558686273638159,0.5869022274855524,0.25304343015886843,0.02130343159660697,0.9956894819624722
0.5244180145673454,0.12158168689347804,0.590448685688898,0.8169110524468124,0.052676036255434155,0.22158562578260899,0.613644799683243,0.5816455313470215,0.20674301218241453,0.7750840890221298
0.41371716978028417,0.5974414898082614,0.9442870796192437,0.11317285639233887,0.4262502535711974,0.46535558020696044,0.5109282771591097,0.8949883528985083,0.8847126951441169,0.3218611830379814
0.6686396112199873,0.24494587210938334,0.9469501494895667,0.5001737617421895,0.19873768277466297,0.9518146594054997,0.5543654602952302,0.58022136753425,0.06542921718209982,0.4888342092745006
0.015192697057500482,0.22106613381765783,0.7421628462616354,0.005694790277630091,0.22151728230528533,0.15988227119669318,0.20870810165069997,0.683671115199104,0.9569501830264926,0.910165594657883
0.9177116248756647,0.35779329342767596,0.518941136309877,0.6489087918307632,0.6039876828435808,0.5772066072095186,0.17794067319482565,0.9717981310095638,0.49133350141346455,0.030627560568973422
0.6521269995719194,0.18534533632919192,0.3491332931444049,0.31722614145837724,0.25733689265325665,0.5096584691200405,0.16535034612752497,0.06717877322807908,0.14054400706663728,0.41403316822834313
