V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0.07924882043153048,0.5674447177443653,0.06902283173985779,0.8999605795834213,0.11392091098241508,0.5057784407399595,0.21671819943003356,0.008841239847242832,0.05288613471202552,0.28665727307088673
0.8150819044094533,0.7562361208256334,0.2877537291496992,0.30788971530273557,0.9037730523850769,0.6148189043160528,0.7152329813688993,0.05279658385552466,0.8853415097109973,0.8356039142236114
0.6403539548628032,0.057856931583955884,0.15086303232237697,0.7203909270465374,0.6017484436742961,0.7929778301622719,0.0944655672647059,0.4836699995212257,0.7538401444908231,0.2093212630134076
0.28262080531567335,0.9850098108872771,0.8207570114172995,0.18805691902525723,0.28093718830496073,0.3806033218279481,0.353383912704885,0.5308421002700925,0.3860276425257325,0.7184923805762082
0.4532768812496215,0.518060075584799,0.8240980203263462,0.8228635049890727,0.6306851755362004,0.4490727689117193,0.49734221142716706,0.9929125187918544,0.6228464595042169,0.7035123377572745
0.2695759632624686,0.21824201988056302,0.8299880153499544,0.45545163773931563,0.9283985134679824,0.5481576770544052,0.8153914974536747,0.5248789568431675,0.03500435408204794,0.8967744731344283
0.5070641785860062,0.6627646915148944,0.0012010792270302773,0.48956542648375034,0.38812919752672315,0.4636391899548471,0.3879761481657624,0.5194375698920339,0.6604464799165726,0.527389955939725
0.6013610830996186,0.46024325932376087,0.1321321192663163,0.4115121648646891,0.9594984627328813,0.2732509020715952,0.9235048729460686,0.4821786175016314,0.04958876618184149,0.5389459347352386
0.7628719082567841,0.4419505503028631,0.47150045121088624,0.8583511135075241,0.8843886207323521,0.3020884534344077,0.07717356365174055,0.25594681804068387,0.032800856744870543,0.07558133429847658
0.8658621760550886,0.7132893472444266,0.5203992722090334,0.762736858567223,0.15850601880811155,0.32717212778516114,0.05816424731165171,0.9535844952333719,0.03261884511448443,0.7081580166704953
0.43811377533711493,0.23661414301022887,0.5179481580853462,0.5252343541942537,0.047759551322087646,0.4356508916243911,0.829911655979231,0.4320994387380779,0.04889041814021766,0.06426169606857002
0.9105298607610166,0.6990199389401823,0.8688524742610753,0.20291334437206388,0.9851750205270946,0.797632355010137,0.12382902833633125,0.8685663854703307,0.519089512526989,0.6145485418383032
0.683477676473558,0.6082401480525732,0.4305579101201147,0.23187122424133122,0.25317961047403514,0.11671310313977301,0.30809655715711415,0.47994668409228325,0.0817689299583435,0.5735821367707103
0.392602217849344,0.39682666049338877,0.12212972668930888,0.7375217275694013,0.09695018199272454,0.052350635873153806,0.6324098685290664,0.9271429025102407,0.8375806410331279,0.06473934045061469
0.3462339274119586,0.6504347373265773,0.8348812696058303,9.184768423438072e-4,0.2679855767637491,0.27725281845778227,0.33121430524624884,0.9155869961250573,0.09898100118152797,0.47950870217755437
0.7679248310159892,0.5748662736732513,0.9208052807953209,0.21883881115354598,0.9735191934742033,0.27235581376589835,0.9290469738189131,0.4618332034442574,0.27020719135180116,0.682652693009004
0.2086675746832043,0.9770391809288412,0.35438083368353546,0.05558641697280109,0.04752139933407307,0.24311082274653018,0.0839489852078259,0.6539166490547359,0.23451417055912316,0.7022907177451998
0.7445728867314756,0.6930929799564183,0.879669382236898,0.9716153126209974,0.38585761608555913,0.4931620506104082,0.015895468182861805,0.03973746858537197,0.6226057792082429,0.7368888244964182
0.25612172903493047,0.01106018084101379,0.560631399275735,0.6333596475888044,0.2442699777893722,0.4117818493396044,0.9260783537756652,0.24146806891076267,0.7037234725430608,0.713658477878198
0.01788013894110918,0.04172036680392921,0.2766910947393626,0.2901105408091098,0.6585389864630997,0.39262672583572567,0.09627381479367614,0.47741402708925307,0.5490488277282566,0.6160853707697242
0.5660351430997252,0.2564829776529223,0.5585691262967885,0.16906409291550517,0.5848533993121237,0.37680484796874225,0.6318290340714157,0.30948718590661883,0.044344373513013124,0.622936301631853
0.3292705232743174,0.7662333566695452,0.07436704682186246,0.13700624974444509,0.49155567050911486,0.9938178854063153,0.10208777128718793,0.014023234834894538,0.5202606939710677,0.2801157955545932
0.32411874015815556,0.2171062622219324,0.7734547704458237,0.7369322380982339,0.5647597890347242,0.6803435578476638,0.6615412896499038,0.38400100031867623,0.43658301583491266,0.5558060954790562
0.07796555268578231,0.6197822620160878,0.27936402591876686,0.529213200090453,0.8133860195521265,0.9608406126499176,0.4902793967630714,0.8922336651012301,0.6982613508589566,0.8773296738509089
0.19518730649724603,0.9918733392842114,0.12042772304266691,0.743058075197041,0.45582428644411266,0.20895762648433447,0.5703214295208454,0.06056113634258509,0.39604339306242764,0.22977118589915335
0.1449730875901878,0.4009045767597854,0.2860809073317796,0.2619589932728559,0.5359123228117824,0.33700428041629493,0.027544842567294836,0.6124441879801452,0.9609551022294909,0.836656775791198
0.47465520538389683,0.6722046390641481,0.27786056185141206,0.5587253936100751,0.8238096099812537,0.327828191453591,0.8275125632062554,0.43748980620875955,0.6376997651532292,0.45619423454627395
0.2039943104609847,0.013410444837063551,0.04352029110305011,0.7164465109817684,0.4271360214333981,0.717272587120533,0.21047423779964447,0.37087510898709297,0.4292586527299136,0.061367677291855216
0.2992613392416388,0.6036918938625604,0.2755633054766804,0.08114922419190407,0.7473043927457184,0.8513934882357717,0.024864186299964786,0.7322488776408136,0.7290586901362985,0.34074668353423476
0.6627651718445122,0.04845391679555178,0.4848591461777687,0.5422924384474754,0.36737362341955304,0.16056875977665186,0.45457726204767823,0.622787321684882,0.3892971300520003,0.9101459903176874
0.834800248965621,0.5195444931741804,0.5913204625248909,0.14657511725090444,0.3291987655684352,0.9504614109173417,0.7978690185118467,0.3146986097563058,0.3587396275252104,0.9618234613444656
0.5587375273462385,0.786865487229079,0.24926314339973032,0.03188692918047309,0.27503737807273865,0.6764309359714389,0.6272826599888504,0.9943237013649195,0.261568111134693,0.7336337938904762
0.42566006630659103,0.7561496044509113,0.2829425767995417,0.3492130977101624,0.30343409860506654,0.867624873528257,0.30342541285790503,0.04515168513171375,0.19375976850278676,0.10406854888424277
0.1305771921761334,0.41509414883330464,0.14537032437510788,0.508939445251599,0.5016042748466134,0.3770254149567336,0.5964050744660199,0.8043272634968162,0.541998902335763,0.320668573025614
0.8721825387328863,0.9327907564584166,0.6250424743629992,0.12787010706961155,0.926208586897701,0.5727164852432907,0.7195478428620845,0.9120414443314075,0.8144723025616258,0.7765565188601613
0.33894572011195123,0.4678294351324439,0.5330615560524166,0.6732886240351945,0.004164814483374357,0.5106865570414811,0.8147289957851171,0.2595168435946107,0.03220706060528755,0.49684119783341885
0.7110670621041209,0.2109532756730914,0.9620156285818666,0.7378778432030231,0.11947084777057171,0.4505626829341054,0.001502923434600234,0.12340146326459944,0.8712520082481205,0.08371077920310199
0.0062930581625550985,0.5657712961547077,0.5879501111339778,0.32410120125859976,0.8135871454142034,0.5096465230453759,0.7195537786465138,0.08978778799064457,0.5568821446504444,0.45470579247921705
0.8035550292115659,0.9246407139580697,0.8532498104032129,0.9302321833092719,0.20371070969849825,0.974488879321143,0.6197023002896458,0.5607324168086052,0.9533877682406455,0.77977210492827
0.7712804414331913,0.6473095342516899,0.7147843178827316,0.37933269958011806,0.4674105541780591,0.5538160020951182,0.3101281845010817,0.870041357120499,0.440282917348668,0.09744562255218625
