V1,V2,V3,V4,V5
0.648611971642822,0.1485570757649839,0.9359997655265033,0.1612804199103266,0.9519757574889809
0.3832824882119894,0.7982480365317315,0.9912428380921483,0.9247941400390118,0.7229101888369769
0.08362267701886594,0.042542431969195604,0.8669369081035256,0.22084281127899885,0.9524631078820676
0.5972098398488015,0.897356869885698,0.8199050899129361,0.8891223429236561,0.9907747691031545
0.47424336336553097,0.8772288109175861,0.08480722969397902,0.8977486949879676,0.8613727658521384
0.26081611565314233,0.6498835440725088,0.6300796826835722,0.992284519597888,0.1489641652442515
0.39081173576414585,0.027052944991737604,0.7351936765480787,0.430930805625394,0.5882813634816557
0.5300604864023626,0.7313172828871757,0.29200062435120344,0.38587408885359764,0.11302678333595395
0.34188122721388936,0.5536830422934145,0.7684822073206306,0.8936790677253157,0.5159714629407972
0.7806800052057952,0.9037388167344034,0.4577066656202078,0.917111735092476,0.6766671726945788
0.6707779271528125,0.006418224424123764,0.2120852628722787,0.2524409650359303,0.5457921943161637
0.9024015697650611,0.007799828425049782,0.7146646683104336,0.26421250496059656,0.2001046333462
0.06611704058013856,0.02597172511741519,0.6187478099018335,0.8995930757373571,0.2185209218878299
0.6907232846133411,0.8652043123729527,0.6124038493726403,0.7276918794959784,0.116624636342749
0.2778534225653857,0.7072977067437023,0.9041146324016154,0.7549307451117784,0.7096577014308423
0.9111581025645137,0.657384128542617,0.23909626086242497,0.02065421501174569,0.47286512539722025
0.5904008150100708,0.9775663218460977,0.5055274225305766,0.287323544267565,0.12646219739690423
0.03862651018425822,1.4807283878326416e-4,0.819492656737566,0.5267890642862767,0.27870147163048387
0.8742974102497101,0.14236619416624308,0.6612488240934908,0.6136626247316599,0.7774262595921755
0.26596540794707835,0.9158815091941506,0.711561483098194,0.27394137950614095,0.015004541724920273
0.18946310901083052,0.8291784233879298,0.5303743840195239,0.5397903823759407,0.780217686900869
0.792207001009956,0.6223985557444394,0.9465698578860611,0.8037868053652346,0.1031311429105699
0.7801227651070803,0.8708074330352247,0.30063280067406595,0.6253958893939853,0.6900226641446352
0.7534912936389446,0.6573280021548271,0.8742031755391508,0.6750607376452535,0.5520262585487217
0.9231444450560957,0.5209608415607363,0.1016770547721535,0.3177121377084404,0.1798813408240676
0.7970831841230392,0.2062829053029418,0.7826110566966236,0.16676486446522176,0.28644491266459227
0.7559166653081775,0.7711922258604318,0.7965141774620861,0.9370585801079869,0.4344401843845844
0.33034710702486336,0.3098210922908038,0.7933212467469275,0.6773335963953286,0.3984092662576586
0.12273056292906404,0.6865381116513163,0.7526383730582893,0.6188206118531525,0.9348108600825071
0.9865495490375906,0.4586169426329434,0.04616101807914674,0.02818116545677185,0.17702653957530856
0.1164081038441509,0.8471746104769409,8.807207923382521e-4,0.27443795767612755,0.40477059222757816
0.8240383476950228,0.6914099040441215,0.35081778350286186,0.48671385925263166,0.43398082023486495
0.9172497107647359,0.20746039506047964,0.8526270610745996,0.9368697078898549,0.18939221440814435
0.7706182606052607,0.2863283029291779,0.3107522511854768,0.24303122493438423,0.8021423576865345
0.6492477681022137,0.5395073997788131,0.5176009912975132,0.04565451433882117,0.3242825688794255
0.14086846564896405,0.9199789725244045,0.13608621479943395,0.6560320383869112,0.9656948649790138
0.7837763980496675,0.30404196539893746,0.4968412348534912,0.32627827976830304,0.5801990784239024
0.19243775075301528,0.729104335885495,0.4709561038762331,0.1397349708713591,0.7708870044443756
0.8309483765624464,0.5961923329159617,0.5387805150821805,0.47960506891831756,0.1784237357787788
0.5062569605652243,0.29149938304908574,0.5279280487447977,0.8209610895719379,0.05763943796046078
0.35378428525291383,0.18312594410963356,0.062178298365324736,0.6026888624764979,0.19018457899801433
0.29689515149220824,0.6139917268883437,0.49202473531477153,0.3417306614574045,0.2385579759720713
0.0900282992515713,0.75144117558375,0.7945360487792641,0.45552919642068446,0.5618001653347164
0.08510701730847359,0.7287829169072211,0.20969897811301053,0.5974174637813121,0.9794534812681377
0.40861183661036193,0.39972890890203416,0.9259257735684514,0.7833509172778577,0.4742951274383813
0.8915582720655948,0.6226179783698171,0.9192389263771474,0.23971958598122,0.038257288513705134
0.9093343706335872,0.791916296351701,0.3928898232989013,0.29268773342482746,0.5433063169475645
0.7446778565645218,0.43123066611588,0.0038332799449563026,0.8683762007858604,0.5804099219385535
0.5666733186226338,0.5198855123016983,0.2671001679264009,0.435960256960243,0.40361476759426296
0.26511212484911084,0.9542156073730439,0.15976099204272032,0.5698691578581929,0.60011922637932
0.5201714562717825,0.7108757940586656,0.9024218602571636,0.43321578041650355,0.1851342038717121
