V1,V2,V3,V4,V5,V6
0.8508566732052714,0.16353674372658134,0.30180956167168915,0.798169911140576,0.1812609201297164,0.5715779473539442
0.8764569179620594,0.03047049744054675,0.05539892753586173,0.8964305310510099,0.7113032101187855,0.4641993651166558
0.4989084906410426,0.8067131035495549,0.733034827047959,0.015241355169564486,0.02020044857636094,0.3064431920647621
0.852505543269217,0.07363204681314528,0.35165175050497055,0.3729966804385185,0.2500204883981496,0.3161330099683255
0.4132577860727906,0.7674570959061384,0.9832184866536409,0.8333470534998924,0.12262940872460604,0.007785486755892634
0.6010682079941034,0.8650242078583688,0.5096111909952015,0.573512093629688,0.057388533372431993,0.7502645403146744
0.694172712508589,0.9552696843165904,0.10404784907586873,0.11224791966378689,0.9799931684974581,0.3987497810740024
0.02934053004719317,0.8031119040679187,0.2829794008284807,0.10815619793720543,0.35337448748759925,0.5356268959585577
0.43911119434051216,0.6404560797382146,0.8344461247324944,0.48759006266482174,0.8334330522920936,0.051590785617008805
0.832444578409195,0.9507485951762646,0.960483780130744,0.9422882879152894,0.30209102923981845,0.3351398026570678
0.8892103615216911,0.8483884795568883,0.5766204923857003,0.06459032325074077,0.0069112456403672695,0.4431542425882071
0.1392346874345094,0.5560728460550308,0.7296561358962208,0.09118905337527394,0.08767619170248508,0.1990425551775843
0.3890706766396761,0.7773849992081523,0.7142044533975422,0.8317721975035965,0.007253491086885333,0.8644430288113654
