V1,V2
0.28439772594720125,0.33847342361696064
0.5449888012371957,0.6381300278007984
0.472926942165941,0.9525849570054561
0.41065905755385756,0.47233785688877106
0.7418425951618701,0.86195357888937
0.4833483442198485,0.2317176633514464
0.3435762939043343,0.31418263306841254
0.9826871640980244,0.5627085855230689
0.019184187753126025,0.13563384721055627
0.007003213744610548,0.6854217606596649
0.26228148955851793,0.6042412698734552
0.7514634763356298,0.1891068727709353
0.7012948107440025,0.5145875841844827
0.0041707472410053015,0.47689903411082923
0.9459235335234553,0.5953936723526567
0.20447116252034903,0.4884958111215383
0.4180435105226934,0.8980189699213952
0.8344529161695391,0.6367305612657219
0.7864078392740339,0.7121844405774027
0.16175118763931096,0.01607313915155828
0.2847288988996297,0.45860881148837507
0.43219856498762965,0.23547980305738747
0.4163426416926086,0.9002406056970358
0.8286048073787242,0.35839237784966826
0.7433335699606687,0.5294011635705829
0.051541960798203945,0.34724132413975894
0.14729180769063532,0.647658797679469
0.1870706977788359,0.403326699975878
0.25370859121903777,0.28587685199454427
0.533720466773957,0.9757796830963343
0.8593306690454483,0.7278715958818793
0.3659993496257812,0.5577246674802154
0.8695293276105076,0.9139686648268253
0.41835693223401904,0.10706716449931264
0.7632960586342961,0.4508960999082774
0.7025376728270203,0.356046365108341
0.33643019548617303,0.7953441522549838
0.24019250040873885,0.9880200554616749
0.8959503499791026,0.19931965926662087
0.5227083305362612,0.35513815470039845
0.25476939766667783,0.5325534418225288
0.4245314719155431,0.5156195738818496
0.9801039365120232,0.986920808441937
0.4747421373613179,0.21166240982711315
0.6060438361018896,0.018710522912442684
0.769893251825124,0.688560493523255
0.9692849998828024,0.26443902123719454
0.7820603286381811,0.8345950015354902
0.7017272254452109,0.3895368992816657
0.1915675331838429,0.03962523629888892
0.6796651128679514,0.03517304873093963
0.9728758223354816,0.4186227696482092
0.7476450698450208,0.6860506541561335
0.40897078393027186,0.7150239341426641
0.2345164951402694,0.5284911771304905
0.4398983777500689,0.19744030362926424
0.9278709539212286,0.9824697815347463
0.14604792231693864,0.4523311520460993
0.052841447526589036,0.4150401505175978
0.5949135723058134,0.33765882160514593
0.640872122021392,0.8072110479697585
0.4069754355587065,0.558981730369851
0.6003275034017861,0.38094354677014053
0.7269952544011176,0.2856450940016657
0.8239311226643622,0.4085259842686355
0.6221074659842998,0.29996551596559584
0.7442259881645441,0.11587894312106073
0.9127366528846323,0.44318486703559756
0.1750212567858398,0.5361658467445523
0.6275725460145622,0.49256912036798894
0.24304004036821425,0.7890596513170749
