V1,V2,V3,V4,V5,V6
0.07705682050436735,0.5305562799330801,0.842555686365813,0.7842060886323452,0.06428340240381658,0.1566820244770497
0.665039888350293,0.7305386743973941,0.6649443896021694,0.16018772218376398,0.24502489576116204,0.01063203252851963
0.06318895099684596,0.26294076396152377,0.1684297921601683,0.02365567092783749,0.7566955622751266,0.22192943142727017
0.7881629865150899,0.6567927114665508,0.6780604014638811,0.24283618829213083,0.5867148905526847,0.7501135030761361
0.48301879363134503,0.46102892979979515,0.5604215741623193,0.2593942512758076,0.4192855560686439,0.21353269228711724
0.22297864337451756,0.3887116101104766,0.8177058030851185,0.5513926786370575,0.9181564697064459,0.18718192749656737
0.3952505583874881,0.8902927720919251,0.5707129046786577,0.3091370917391032,0.3528904721606523,0.3448253970127553
0.8430193956010044,0.710401939926669,0.4424414753448218,0.4980396789032966,0.7123347301967442,0.9447397859767079
0.23108133301138878,0.14590971311554313,0.8294129343703389,0.29607449169270694,0.1100727163720876,0.6277205797377974
0.4342481109779328,0.966931615723297,0.626840645680204,0.30973350442945957,0.08650831552222371,0.5243990113958716
0.7444851761683822,0.07479543494991958,0.3132841889746487,0.39037394733168185,0.8139124030712992,0.1856369550805539
0.7699924968183041,0.9252622099593282,0.1667469998355955,0.9095708336681128,0.5660703529138118,0.363299852469936
0.5032233647070825,0.9241563042160124,0.23816011380404234,0.2745410136412829,0.4156574907246977,0.4133795672096312
0.6844218459445983,0.7565916148014367,0.9986034582834691,0.042559242341667414,0.46088915527798235,0.2434628251940012
0.42948551778681576,0.24422026542015374,0.9575707572512329,0.8478029842954129,0.8225108420010656,0.6511113746091723
0.6003869401756674,0.7357103161048144,0.6149406186304986,0.026667119236662984,0.36204546224325895,0.44609121908433735
0.6162741829175502,0.7009262985084206,0.15857877978123724,0.669897040585056,0.8863560957834125,0.20502421725541353
0.24356860225088894,0.9881668617017567,0.7314906783867627,0.8839897313155234,0.34254714846611023,0.4244800505694002
0.09262219374068081,0.6241121459752321,0.016628129174932837,0.32878303271718323,0.7755413500126451,0.7954039096366614
0.8705440354533494,0.7349916638340801,0.33121545566245914,0.19505648617632687,0.6695332142990083,0.037330660969018936
0.17503473837859929,0.4325596618000418,0.9999244709033519,0.6849513861816376,0.412901425966993,0.6553220869973302
0.05707369861193001,0.8113053627312183,0.7789286945480853,0.15753600210882723,0.22876993962563574,0.0654459351208061
0.2813025654759258,0.509530683979392,0.9211059338413179,0.2642264710739255,0.7666599384974688,0.30928634852170944
0.6221768716350198,0.9075252173934132,0.3344571671914309,0.6908363674301654,0.6516631513368338,0.9680898729711771
0.24460333003662527,0.39721853262744844,0.3335896721109748,0.0636367832776159,0.5193488074000925,0.5718771640677005
0.7128155245445669,0.5020280505996197,0.19580908515490592,0.14574592863209546,0.3502590134739876,0.3507132176309824
0.9595815083011985,0.5096045550890267,0.7090370375663042,0.3495681534986943,0.4031092885416001,0.990456098690629
0.15096447756513953,0.9074538345448673,0.12631853460334241,0.9759618327952921,0.19975990080274642,0.36742318887263536
0.31616784376092255,0.8191459281370044,0.9054878698661923,0.7835888806730509,0.19477813015691936,0.9153445144183934
0.48142486764118075,0.09062384301796556,0.3431303626857698,0.8645182671025395,0.4881891035474837,0.6473935428075492
0.6104795690625906,0.5676531994249672,0.6888962632510811,0.7715815149713308,0.02199748018756509,0.2712261429987848
0.43413886334747076,0.34835335868410766,0.050482711056247354,0.02999946614727378,0.07231733901426196,0.3314527638722211
0.09465793520212173,0.2974846428260207,0.9499776333104819,0.029827249934896827,0.6086179432459176,0.07329553528688848
0.8516525207087398,0.09752014884725213,0.5654358505271375,0.4889359634835273,0.7087870503310114,0.14985505840741098
0.2507066859398037,0.9016991772223264,0.9768486472312361,0.12098720902577043,0.0423229169100523,0.06955854268744588
0.4803490024060011,0.6589407727587968,0.5779190317261964,0.8037264137528837,0.41853298083879054,0.37769806454889476
0.3121517007239163,0.7725151325576007,0.6531482751015574,0.8082388094626367,0.22625558823347092,0.24835087615065277
0.442413019714877,0.8690009177662432,0.07781467447057366,0.08991114096716046,0.29471908533014357,0.1291967888828367
0.4456473395694047,0.5362239887472242,0.41892021195963025,0.3723186389543116,0.5420633007306606,0.16562359500676394
0.9210814915131778,0.5911405615042895,0.17819774895906448,0.549175932770595,0.049845537170767784,0.9305211913306266
0.4485205113887787,0.13282041042111814,0.7255579396151006,0.8833560736384243,0.677185578038916,0.5284518885891885
0.4232367833610624,0.7970692694652826,0.7895602618809789,0.6788723978679627,0.3696728120557964,0.6143103777430952
0.7897088387981057,0.17708170809783041,0.2860357870813459,0.07933949050493538,0.3171481916215271,0.8479153979569674
0.5556466940324754,0.8638217735569924,0.7268440600018948,0.5416097592096776,0.5489699754398316,0.9269724285695702
0.6264496825169772,0.34588770964182913,0.27915761480107903,0.2346671901177615,0.7304299825336784,0.4103352257516235
0.3266550274565816,0.8056898999493569,0.08901076437905431,0.40247338777408004,0.10387196345254779,0.031177223660051823
0.36993022356182337,0.8421557249967009,0.46713081444613636,0.6465995467733592,0.3417664042208344,0.9862395662348717
0.7944753235206008,0.5278897902462631,0.36121665872633457,0.8739770010579377,0.2905985419638455,0.7809464409947395
